Governo Federal 2018, Poderes Legislativo e Judiciário, Órgão Superior, UO, UG, Ação e PO;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Filtro do relatório:;;;;;;;;;;;;;;;;;;;;;
({Esfera Orçamentária} = 1:ORCAMENTO FISCAL, 2:ORCAMENTO DE SEGURIDADE SOCIAL) E ({Mês Lançamento} = 014/2018) E ({Item Informação} = DOTACAO INICIAL, DOTACAO ATUALIZADA, DESPESAS EMPENHADAS, DESPESAS LIQUIDADAS, DESPESAS INSCRITAS EM RP NAO PROCESSADOS, DESPESAS PAGAS) E ({UO - Poder} = 1:PODER LEGISLATIVO, 2:PODER JUDICIARIO);;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Páginas:;;;;;;;;;;;;;;;;;;;;;
Mês Lançamento: 014/2018;;;;;;;;;;;;;;;;;;;;;
Métrica: Saldo - R$ (Item Informação);;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
UO - Órgão Superior;;Unidade Orçamentária;;UG Executora;;Ação Governo;;Plano Orçamentário;;;;;;;Item Informação;9;13;23;25;27;28
14000;JUSTICA ELEITORAL;14110;TRIBUNAL REGIONAL ELEITORAL DO MARANHAO;70005;TRIBUNAL REGIONAL ELEITORAL DO MARANHAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14110;2;331;570;212B;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;;1.602.108,00;1.424.258,00;1.369.018,23;1.369.018,23;;1.369.018,23
14000;JUSTICA ELEITORAL;14110;TRIBUNAL REGIONAL ELEITORAL DO MARANHAO;70005;TRIBUNAL REGIONAL ELEITORAL DO MARANHAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14110;2;331;570;212B;3;AUXILIO-TRANSPORTE DE CIVIS;;56.232,00;39.232,00;20.376,68;20.376,68;;20.376,68
14000;JUSTICA ELEITORAL;14110;TRIBUNAL REGIONAL ELEITORAL DO MARANHAO;70005;TRIBUNAL REGIONAL ELEITORAL DO MARANHAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14110;2;331;570;212B;5;AUXILIO-ALIMENTACAO DE CIVIS;;5.972.304,00;5.904.978,00;5.831.831,75;5.831.831,75;;5.831.831,75
14000;JUSTICA ELEITORAL;14110;TRIBUNAL REGIONAL ELEITORAL DO MARANHAO;70005;TRIBUNAL REGIONAL ELEITORAL DO MARANHAO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14110;2;331;570;212B;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;;251.088,00;97.088,00;41.553,11;41.553,11;;41.553,11
14000;JUSTICA ELEITORAL;14111;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;70022;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;14111;9;272;89;181;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;;13.650.000,00;14.795.045,00;14.668.123,26;14.668.123,26;;14.668.123,26
14000;JUSTICA ELEITORAL;14111;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;70022;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O;14111;2;846;570;09HB;0;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS;;11.589.382,00;12.565.757,00;11.063.175,57;11.060.788,75;2.386,82;11.060.788,75
14000;JUSTICA ELEITORAL;14111;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;70022;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;14111;2;301;570;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;2.007.240,00;2.061.016,00;2.061.016,00;2.060.923,00;93;2.060.923,00
14000;JUSTICA ELEITORAL;14111;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;70022;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14111;2;122;570;20GP;1;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;;24.298.027,00;23.759.921,00;23.759.896,39;14.497.823,25;9.262.073,14;14.470.954,16
14000;JUSTICA ELEITORAL;14111;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;70022;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14111;2;122;570;20GP;2;CAPACITACAO DE RECURSOS HUMANOS;;271.552,00;271.552,00;226.727,80;215.671,80;11.056,00;215.671,80
14000;JUSTICA ELEITORAL;14111;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;70022;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;20TP;ATIVOS CIVIS DA UNIAO;14111;2;122;570;20TP;0;ATIVOS CIVIS DA UNIAO;;66.673.795,00;73.195.428,00;71.715.215,23;71.683.234,23;31.981,00;71.683.234,23
14000;JUSTICA ELEITORAL;14111;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;70022;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14111;2;331;570;212B;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;;712.980,00;662.980,00;649.980,00;646.440,50;3.539,50;646.440,50
14000;JUSTICA ELEITORAL;14111;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;70022;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14111;2;331;570;212B;3;AUXILIO-TRANSPORTE DE CIVIS;;540;2.537,00;1.437,00;1.227,77;209,23;1.227,77
14000;JUSTICA ELEITORAL;14111;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;70022;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14111;2;331;570;212B;5;AUXILIO-ALIMENTACAO DE CIVIS;;3.553.680,00;3.501.680,00;3.499.180,00;3.484.612,25;14.567,75;3.484.218,38
14000;JUSTICA ELEITORAL;14111;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;70022;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14111;2;331;570;212B;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;;99.924,00;99.924,00;34.774,78;34.774,78;;34.774,78
14000;JUSTICA ELEITORAL;14111;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;70022;TRIBUNAL REGIONAL ELEITORAL DE MATO GROSSO;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;14111;2;122;570;216H;0;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS - DESPESAS DIVERSAS;;2.000,00;2.000,00;;;;
14000;JUSTICA ELEITORAL;14112;TRIBUNAL REGIONAL ELEITORAL DE MATO G. DO SUL;70016;TRIBUNAL REGIONAL ELEITORAL DE MATO G.DO SUL;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;14112;9;272;89;181;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;;13.390.000,00;16.696.695,00;16.580.137,06;16.580.137,06;;16.580.137,06
14000;JUSTICA ELEITORAL;14112;TRIBUNAL REGIONAL ELEITORAL DE MATO G. DO SUL;70016;TRIBUNAL REGIONAL ELEITORAL DE MATO G.DO SUL;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O;14112;2;846;570;09HB;0;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS;;10.884.143,00;11.589.159,00;10.206.132,28;10.206.132,28;;10.206.132,28
14000;JUSTICA ELEITORAL;14112;TRIBUNAL REGIONAL ELEITORAL DE MATO G. DO SUL;70016;TRIBUNAL REGIONAL ELEITORAL DE MATO G.DO SUL;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;14112;2;301;570;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;1.991.760,00;1.991.760,00;1.991.735,17;1.990.128,67;1.606,50;1.990.128,67
14000;JUSTICA ELEITORAL;14112;TRIBUNAL REGIONAL ELEITORAL DE MATO G. DO SUL;70016;TRIBUNAL REGIONAL ELEITORAL DE MATO G.DO SUL;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14112;2;122;570;20GP;1;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;;16.672.851,00;21.160.099,00;20.892.690,09;17.008.227,63;3.884.462,46;16.886.803,40
14000;JUSTICA ELEITORAL;14112;TRIBUNAL REGIONAL ELEITORAL DE MATO G. DO SUL;70016;TRIBUNAL REGIONAL ELEITORAL DE MATO G.DO SUL;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14112;2;122;570;20GP;2;CAPACITACAO DE RECURSOS HUMANOS;;346.586,00;346.586,00;279.126,74;249.430,94;29.695,80;249.430,94
14000;JUSTICA ELEITORAL;14112;TRIBUNAL REGIONAL ELEITORAL DE MATO G. DO SUL;70016;TRIBUNAL REGIONAL ELEITORAL DE MATO G.DO SUL;20TP;ATIVOS CIVIS DA UNIAO;14112;2;122;570;20TP;0;ATIVOS CIVIS DA UNIAO;;61.319.181,00;65.816.856,00;65.657.148,60;65.647.148,60;10.000,00;65.641.400,63
14000;JUSTICA ELEITORAL;14112;TRIBUNAL REGIONAL ELEITORAL DE MATO G. DO SUL;70016;TRIBUNAL REGIONAL ELEITORAL DE MATO G.DO SUL;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14112;2;331;570;212B;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;;612.324,00;613.220,00;599.672,49;599.672,49;;599.672,49
14000;JUSTICA ELEITORAL;14112;TRIBUNAL REGIONAL ELEITORAL DE MATO G. DO SUL;70016;TRIBUNAL REGIONAL ELEITORAL DE MATO G.DO SUL;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14112;2;331;570;212B;3;AUXILIO-TRANSPORTE DE CIVIS;;1.200,00;1.200,00;;;;
14000;JUSTICA ELEITORAL;14112;TRIBUNAL REGIONAL ELEITORAL DE MATO G. DO SUL;70016;TRIBUNAL REGIONAL ELEITORAL DE MATO G.DO SUL;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14112;2;331;570;212B;5;AUXILIO-ALIMENTACAO DE CIVIS;;3.288.480,00;3.375.464,00;3.374.824,57;3.374.824,57;;3.374.824,57
14000;JUSTICA ELEITORAL;14112;TRIBUNAL REGIONAL ELEITORAL DE MATO G. DO SUL;70016;TRIBUNAL REGIONAL ELEITORAL DE MATO G.DO SUL;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14112;2;331;570;212B;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;;85.488,00;60.488,00;20.228,11;20.228,11;;20.228,11
14000;JUSTICA ELEITORAL;14112;TRIBUNAL REGIONAL ELEITORAL DE MATO G. DO SUL;70016;TRIBUNAL REGIONAL ELEITORAL DE MATO G.DO SUL;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;14112;2;122;570;216H;0;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS - DESPESAS DIVERSAS;;1.000,00;1.000,00;;;;
14000;JUSTICA ELEITORAL;14112;TRIBUNAL REGIONAL ELEITORAL DE MATO G. DO SUL;70016;TRIBUNAL REGIONAL ELEITORAL DE MATO G.DO SUL;2549;COMUNICACAO E DIVULGACAO INSTITUCIONAL;14112;2;131;570;2549;0;COMUNICACAO E DIVULGACAO INSTITUCIONAL;;90.000,00;90.000,00;67.077,00;67.076,40;0,6;67.076,40
14000;JUSTICA ELEITORAL;14113;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;70001;SECRETARIA DE ADMINISTRACAO - TSE;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14113;2;122;570;20GP;2;CAPACITACAO DE RECURSOS HUMANOS;;;;11.287,24;11.287,24;;11.287,24
14000;JUSTICA ELEITORAL;14113;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;70014;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;14113;9;272;89;181;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;;87.490.000,00;102.700.439,00;102.517.298,56;102.482.298,56;35.000,00;102.482.298,56
14000;JUSTICA ELEITORAL;14113;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;70014;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O;14113;2;846;570;09HB;0;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS;;62.703.957,00;68.199.467,00;60.092.886,48;60.087.256,48;5.630,00;60.087.256,48
14000;JUSTICA ELEITORAL;14113;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;70014;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;14113;2;301;570;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;12.562.020,00;12.833.565,00;12.832.361,38;12.832.361,38;;12.832.361,38
14000;JUSTICA ELEITORAL;14113;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;70014;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14113;2;122;570;20GP;1;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;;58.466.022,00;58.076.566,00;56.715.839,29;49.178.952,95;7.536.886,34;49.137.818,86
14000;JUSTICA ELEITORAL;14113;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;70014;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14113;2;122;570;20GP;2;CAPACITACAO DE RECURSOS HUMANOS;;912.594,00;1.227.594,00;1.151.311,55;1.127.136,55;24.175,00;1.127.136,55
14000;JUSTICA ELEITORAL;14113;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;70014;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;20TP;ATIVOS CIVIS DA UNIAO;14113;2;122;570;20TP;0;ATIVOS CIVIS DA UNIAO;;337.090.233,00;362.007.172,00;359.403.358,04;358.649.575,31;753.782,73;358.649.575,31
14000;JUSTICA ELEITORAL;14113;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;70014;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14113;2;331;570;212B;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;;3.497.796,00;3.208.612,00;3.156.130,24;3.153.131,82;2.998,42;3.153.131,82
14000;JUSTICA ELEITORAL;14113;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;70014;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14113;2;331;570;212B;3;AUXILIO-TRANSPORTE DE CIVIS;;478.044,00;473.678,00;460.937,92;459.437,92;1.500,00;459.437,92
14000;JUSTICA ELEITORAL;14113;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;70014;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14113;2;331;570;212B;5;AUXILIO-ALIMENTACAO DE CIVIS;;19.295.952,00;19.211.532,00;19.152.057,12;19.117.328,65;34.728,47;19.117.328,65
14000;JUSTICA ELEITORAL;14113;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;70014;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14113;2;331;570;212B;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;;288.744,00;243.744,00;173.610,78;171.633,03;1.977,75;171.633,03
14000;JUSTICA ELEITORAL;14113;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;70014;TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB;14113;2;122;570;216H;0;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS - DESPESAS DIVERSAS;;2.000,00;2.000,00;;;;
14000;JUSTICA ELEITORAL;14114;TRIBUNAL REGIONAL ELEITORAL DO PARA;70001;SECRETARIA DE ADMINISTRACAO - TSE;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14114;2;122;570;20GP;1;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;;;;472.239,86;237.701,94;234.537,92;237.701,94
14000;JUSTICA ELEITORAL;14114;TRIBUNAL REGIONAL ELEITORAL DO PARA;70004;TRIBUNAL REGIONAL ELEITORAL DO PARA;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;14114;9;272;89;181;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;;26.000.000,00;26.195.785,00;24.682.400,39;24.682.400,39;;24.682.400,39
14000;JUSTICA ELEITORAL;14114;TRIBUNAL REGIONAL ELEITORAL DO PARA;70004;TRIBUNAL REGIONAL ELEITORAL DO PARA;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O;14114;2;846;570;09HB;0;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS;;16.711.122,00;19.168.741,00;16.682.984,11;16.678.767,90;4.216,21;16.678.767,90
14000;JUSTICA ELEITORAL;14114;TRIBUNAL REGIONAL ELEITORAL DO PARA;70004;TRIBUNAL REGIONAL ELEITORAL DO PARA;14CQ;CONSTRUCAO DE CARTORIO ELEITORAL NO MUNICIPIO DE RONDON DO P;14114;2;122;570;14CQ;0;CONSTRUCAO DE CARTORIO ELEITORAL NO MUNICIPIO DE RONDON DO PARA - PA - DESPESAS DIVERSAS;;0;17.083,00;17.083,00;6.721,77;10.361,23;6.721,77
14000;JUSTICA ELEITORAL;14114;TRIBUNAL REGIONAL ELEITORAL DO PARA;70004;TRIBUNAL REGIONAL ELEITORAL DO PARA;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;14114;2;301;570;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;4.419.540,00;4.440.825,00;4.440.825,00;4.432.622,28;8.202,72;4.427.140,96
14000;JUSTICA ELEITORAL;14114;TRIBUNAL REGIONAL ELEITORAL DO PARA;70004;TRIBUNAL REGIONAL ELEITORAL DO PARA;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14114;2;122;570;20GP;1;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;;31.391.627,00;32.028.807,00;31.442.275,61;29.018.876,48;2.423.399,13;28.408.811,53
14000;JUSTICA ELEITORAL;14114;TRIBUNAL REGIONAL ELEITORAL DO PARA;70004;TRIBUNAL REGIONAL ELEITORAL DO PARA;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14114;2;122;570;20GP;2;CAPACITACAO DE RECURSOS HUMANOS;;736.749,00;856.749,00;757.932,94;574.339,62;183.593,32;559.429,62
14000;JUSTICA ELEITORAL;14114;TRIBUNAL REGIONAL ELEITORAL DO PARA;70004;TRIBUNAL REGIONAL ELEITORAL DO PARA;20TP;ATIVOS CIVIS DA UNIAO;14114;2;122;570;20TP;0;ATIVOS CIVIS DA UNIAO;;95.798.024,00;112.583.643,00;112.582.549,07;112.581.439,42;1.109,65;112.566.316,57
14000;JUSTICA ELEITORAL;14114;TRIBUNAL REGIONAL ELEITORAL DO PARA;70004;TRIBUNAL REGIONAL ELEITORAL DO PARA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14114;2;331;570;212B;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;;1.065.276,00;1.075.351,00;1.058.590,00;1.047.159,65;11.430,35;1.047.159,65
14000;JUSTICA ELEITORAL;14114;TRIBUNAL REGIONAL ELEITORAL DO PARA;70004;TRIBUNAL REGIONAL ELEITORAL DO PARA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14114;2;331;570;212B;3;AUXILIO-TRANSPORTE DE CIVIS;;73.752,00;57.752,00;57.195,00;45.083,56;12.111,44;45.083,56
14000;JUSTICA ELEITORAL;14114;TRIBUNAL REGIONAL ELEITORAL DO PARA;70004;TRIBUNAL REGIONAL ELEITORAL DO PARA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14114;2;331;570;212B;5;AUXILIO-ALIMENTACAO DE CIVIS;;5.654.064,00;5.674.948,00;5.660.607,00;5.600.372,45;60.234,55;5.600.372,45
14000;JUSTICA ELEITORAL;14114;TRIBUNAL REGIONAL ELEITORAL DO PARA;70004;TRIBUNAL REGIONAL ELEITORAL DO PARA;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;14114;2;331;570;212B;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;;90.036,00;55.036,00;19.778,00;18.459,00;1.319,00;18.459,00
14000;JUSTICA ELEITORAL;14114;TRIBUNAL REGIONAL ELEITORAL DO PARA;70004;TRIBUNAL REGIONAL ELEITORAL DO PARA;7U84;REFORMA DE CARTORIO ELEITORAL NO MUNICIPIO DE SANTAREM - PA;14114;2;122;570;7U84;0;REFORMA DE CARTORIO ELEITORAL NO MUNICIPIO DE SANTAREM - PA;;0;13.946,00;13.945,39;13.945,39;;13.945,39
14000;JUSTICA ELEITORAL;14114;TRIBUNAL REGIONAL ELEITORAL DO PARA;70004;TRIBUNAL REGIONAL ELEITORAL DO PARA;7W86;CONSTRUCAO DE CARTORIO ELEITORAL NO MUNICIPIO DE JURUTI - PA;14114;2;122;570;7W86;0;CONSTRUCAO DE CARTORIO ELEITORAL NO MUNICIPIO DE JURUTI - PA - DESPESAS DIVERSAS;;0;26.159,00;26.158,34;26.158,34;;26.158,34
14000;JUSTICA ELEITORAL;14114;TRIBUNAL REGIONAL ELEITORAL DO PARA;153063;UNIVERSIDADE FEDERAL DO PARA;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14114;2;122;570;20GP;1;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;;;;114.240,00;80.312,00;33.928,00;80.312,00
14000;JUSTICA ELEITORAL;14114;TRIBUNAL REGIONAL ELEITORAL DO PARA;153063;UNIVERSIDADE FEDERAL DO PARA;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14114;2;122;570;20GP;2;CAPACITACAO DE RECURSOS HUMANOS;;;;87.300,00;;87.300,00;
14000;JUSTICA ELEITORAL;14115;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;70009;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;14115;9;272;89;181;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;;14.040.000,00;18.173.984,00;17.958.923,62;17.958.923,62;;17.958.923,62
14000;JUSTICA ELEITORAL;14115;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;70009;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O;14115;2;846;570;09HB;0;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS;;15.454.929,00;16.387.703,00;14.683.406,08;14.683.406,08;;14.683.406,08
14000;JUSTICA ELEITORAL;14115;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;70009;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;14115;2;301;570;2004;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;;3.163.080,00;3.163.080,00;3.144.912,54;3.144.421,61;490,93;3.144.421,61
14000;JUSTICA ELEITORAL;14115;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;70009;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14115;2;122;570;20GP;1;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;;19.315.861,00;20.534.136,00;18.513.172,09;17.241.818,14;1.271.353,95;17.241.818,14
14000;JUSTICA ELEITORAL;14115;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;70009;TRIBUNAL REGIONAL ELEITORAL DA PARAIBA;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;14115;2;122;570;20GP;2;CAPACITACAO DE RECURSOS HUMANOS;;526.778,00;526.778,00;510.490,60;505.309,12;5.181,48;505.309,12
